Solyc01g089930.2	7654	1
Solyc01g089980.4	30238	1.0
Solyc01g065930.1	14446	0.2681514698709936
Solyc01g089990.3	28221	0.9315732396725347
Solyc01g067980.1	4565	0.1139851664744065
Solyc01g067980.1	11950	0.3225169573919663
Solyc01g067980.1	11950	0.3225169573919663
Solyc01g090020.3	4044	0.09846613209326124
Solyc01g100730.3	7466	0.1989829231547824
Solyc01g100840.3	6608	0.10110085963698442
Solyc01g068150.3	2174	0.04962019234911024
Solyc01g068170.3	20195	0.6637464369912188
Solyc01g068240.3	872	0.0025595145597043516
Solyc01g100970.3	7545	0.12493360148061304
Solyc01g068290.4	26030	0.8758157955264216
Solyc01g101190.3	5251	0.07000143635834241
Solyc01g111520.3	10496	0.3259453354876608
Solyc01g090080.3	27590	0.9298555059304321
Solyc01g111540.4	23493	0.7866958655639658
Solyc01g090120.3	19795	0.604532722179781
Solyc01g111600.3	22915	0.7250240272061905
Solyc01g111620.3	13719	0.42680677904352826
Solyc01g102270.2	23891	0.6635987581900755
Solyc01g090140.3	30265	1
Solyc01g102390.4	10941	0.25102906323209717
Solyc01g090190.3	1402	0.0026854458051104677
Solyc01g066160.1	24861	0.7080940331507852
Solyc01g068300.3	20378	0.56189672473522
Solyc01g102470.2	6767	0.17411768380337078
Solyc01g111825.1	13210	0.36852310108629505
Solyc01g090230.3	16028	0.448751028489769
Solyc01g068380.3	29220	0.9741032098266084
Solyc01g111825.1	18865	0.47943304722745095
Solyc01g111825.1	11287	0.1359076776038513
Solyc01g090270.4	10573	0.18877080157413306
Solyc01g068400.3	6930	0.07384365056328972
Solyc01g068400.3	11479	0.18918230992030094
Solyc01g090280.4	3653	0.028255241490535606
Solyc01g090280.4	17465	0.40982372158368274
Solyc01g111880.4	27369	0.9127271461088795
Solyc01g102660.4	9911	0.2227223522349716
Solyc01g090290.4	9835	0.28138363382400566
Solyc01g111890.3	24310	0.8244596402394759
Solyc01g090345.1	27837	0.9360197971357731
Solyc01g102680.4	900	0.022351058493397708
Solyc01g090345.1	14853	0.3498948286708522
Solyc02g014150.4	1837	0.008176985120374099
Solyc01g102710.2	16284	0.41001002283362786
Solyc01g090430.3	17224	0.4889806261264744
Solyc01g068540.3	2337	0.03953409809671669
Solyc01g090470.3	19527	0.5840779889608221
Solyc01g068560.3	6708	0.08394756314312107
Solyc01g102840.3	27240	0.9067038985682249
Solyc01g068590.4	22032	0.751153754386104
Solyc01g102880.3	2	6.979198279574882e-06
Solyc01g112050.3	547	0.005496480116973475
Solyc01g112080.3	1014	0.005800107310625974
Solyc01g068630.3	8024	0.17409003948900137
Solyc01g112090.3	14091	0.4412420459610127
Solyc01g102930.1	24322	0.8126096334522099
Solyc01g090650.1	14474	0.48419134038604394
Solyc01g066730.4	847	0.002363332417024863
Solyc01g079130.2	15111	0.42378185530446755
Solyc01g066800.1	29805	1
